timestamp,server_id,cpu_usage,memory_usage,disk_io,network_traffic,error_count,response_time,active_connections,packet_loss,is_anomaly,anomaly_type
2026-01-01 00:00:00,SRV-039,36.74648266254076,61.18519686940489,34.73860833744823,268.4225061632877,1,59.671113307661166,41,0.02903260132103631,0,normal
2026-01-01 00:05:00,SRV-024,37.60794862554858,49.366307368780575,35.42560043585965,176.82911535937689,2,106.0281073928923,45,0.07511726436366933,0,normal
2026-01-01 00:10:00,SRV-028,48.33118352347115,45.784281976683076,31.42464602386655,198.26739078862005,3,59.19841152809723,44,0.47079998505350695,0,normal
2026-01-01 00:15:00,SRV-008,61.791354173427564,64.87053894523827,17.791563500289776,210.44317975023776,1,61.20989628360673,64,0.4555272061916375,0,normal
2026-01-01 00:20:00,SRV-048,56.18789312738147,32.961001128189366,35.64464238555136,201.27503340406741,5,91.40916632350493,42,0.2753045308884588,0,normal
2026-01-01 00:25:00,SRV-001,29.28194096127279,61.98547353655647,38.87748459593357,244.71661650543808,0,142.64993391734208,47,0.9942647858291114,0,normal
2026-01-01 00:30:00,SRV-008,31.55497225306047,53.6561461539167,44.689412854323926,143.80508327299816,2,58.66730934540256,55,0.1479030400171386,0,normal
2026-01-01 00:35:00,SRV-027,61.04221329295395,23.56305875092307,38.21902504375224,204.35235341190855,3,111.02977948602398,48,0.12990257845869702,0,normal
2026-01-01 00:40:00,SRV-032,69.34380749012061,64.8847969237017,32.93059245645573,244.8315191855473,1,75.5272725942326,48,0.19603635966648525,0,normal
2026-01-01 00:45:00,SRV-028,41.56728725641476,63.688999018310525,27.442353630410576,242.49606020311748,0,80.66027322746672,47,0.08995574355896764,0,normal
2026-01-01 00:50:00,SRV-027,23.769438869243785,49.95225612681569,26.572854834732304,159.88613653891906,3,127.72651172168293,69,0.3438296392319236,0,normal
2026-01-01 00:55:00,SRV-049,43.883311263507494,49.69880772128785,29.158349148188226,261.85080364682307,3,77.20563345823342,52,0.23074356375793015,0,normal
2026-01-01 01:00:00,SRV-017,32.97258234975459,71.60818862719213,44.05205305878188,269.6162876745951,1,105.1970255339002,43,0.44688920229729173,0,normal
2026-01-01 01:05:00,SRV-036,58.84743912512929,55.10973214888165,26.344607031674574,232.4543366314553,1,83.3137938997408,48,0.07397220671963947,0,normal
2026-01-01 01:10:00,SRV-028,32.43627912355329,63.12623278698519,48.723191173207205,219.8186970032221,1,120.39101699299653,60,0.16346886423835805,0,normal
2026-01-01 01:15:00,SRV-019,50.666543879596375,61.263298787402775,32.96984673233186,212.52464251729384,1,130.39344628490926,52,0.05349845071797466,0,normal
2026-01-01 01:20:00,SRV-035,42.8551359793871,31.785157653987405,31.50659043483281,199.21425300737766,1,80.09777803455646,47,0.6381640975393714,0,normal
2026-01-01 01:25:00,SRV-033,44.62068561643308,62.610883555171476,60.6109521437826,134.07149196209437,4,141.6116172611459,47,0.5527037514598623,0,normal
2026-01-01 01:30:00,SRV-033,54.385010216475095,44.71410932300461,19.291075019388877,224.12362076215928,4,116.27602833355022,59,0.2431459660493468,0,normal
2026-01-01 01:35:00,SRV-023,56.10511226921608,53.66555200227677,12.509305658283864,132.92982510269178,2,71.3491613716955,43,0.22208746530515872,0,normal
2026-01-01 01:40:00,SRV-027,29.617501954197657,40.803524663979374,34.49774038488734,288.9462171942981,1,139.70391993491938,38,0.4942888170990454,0,normal
2026-01-01 01:45:00,SRV-020,23.461487709389523,70.97057593566502,39.88202610504112,211.61480790882024,1,125.28542766156964,39,0.0183020521054285,0,normal
